0.0020	1404.55
0.0045	1435.71
0.0076	1473.23
0.0115	1518.03
0.0164	1570.97
0.0225	1632.74
0.0301	1703.63
0.0397	1783.36
0.0516	1870.73
0.0665	1963.25
0.0851	2056.86
0.1084	2146.08
0.1375	2224.89
0.1739	2288.38
0.219	2334.55
0.276	2364.99
0.347	2383.87
0.436	2395.84
0.547	2404.40
0.686	2411.45
0.859	2417.79
1.076	2423.72
1.347	2429.36
1.686	2434.79
2.11	2440.06
2.64	2445.20
3.30	2450.22
4.13	2455.13
5.16	2459.94
6.00	2463.11
