0.001   2697.7
0.002	2703.0
0.003	2708.0
0.004	2712.6
0.005	2717.0
0.006	2721.2
0.007	2725.1
0.008	2728.8
0.009	2732.3
0.01	2735.6
0.02	2760.5
0.03	2775.8
0.04	2785.5
0.05	2792.0
0.06	2796.4
0.07	2799.6
0.08	2802.0
0.09	2803.8
0.1	2805.3
0.2	2812.0
0.3	2814.9
0.4	2816.8
0.5	2818.2
0.6	2819.2
0.7	2820.1
0.8	2820.9
0.9	2821.5
1.0	2822.1
2.0	2825.7
3.0	2827.8
4.0	2829.2
5.0	2830.3
6.0	2831.2
7.0	2831.9
8.0	2832.5
9.0	2833.1
10.0	2833.6
20.0	2837.0
30.0	2839.4
40.0	2841.3
90.0	2847.6
100.0	2848.5
200.0	2854.3
300.0	2857.6
400.0	2859.8
900.0	2865.4
1000    2866.1
